brand,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
bmw,1 Series,2020,32495,Automatic,10,Diesel,145,48.7,2
bmw,X2,2020,34999,Automatic,1217,Diesel,145,58.9,2
bmw,X4,2020,40995,Automatic,10,Diesel,145,42.8,2
bmw,X2,2020,37995,Automatic,2500,Petrol,145,34,2
bmw,1 Series,2020,27495,Semi-Auto,1500,Diesel,145,51.4,2
bmw,3 Series,2020,39995,Semi-Auto,5302,Diesel,145,45.6,3
bmw,3 Series,2020,33495,Semi-Auto,4500,Diesel,145,48.7,2
bmw,5 Series,2020,31995,Semi-Auto,6000,Hybrid,145,60.1,2
bmw,3 Series,2020,34995,Semi-Auto,10,Diesel,145,49.6,2
bmw,X2,2020,32495,Semi-Auto,1255,Diesel,145,58.9,2
bmw,5 Series,2020,34995,Semi-Auto,10,Hybrid,145,49.6,2
bmw,1 Series,2020,31495,Semi-Auto,1250,Diesel,145,48.7,2
bmw,3 Series,2020,33995,Semi-Auto,4500,Diesel,145,50.4,2
bmw,3 Series,2020,36495,Semi-Auto,789,Diesel,145,49.6,2
bmw,2 Series,2020,22950,Manual,14,Petrol,145,52.3,1.5
bmw,2 Series,2020,25450,Semi-Auto,6,Diesel,145,49.6,2
bmw,4 Series,2020,35450,Semi-Auto,10,Diesel,145,47.9,3
bmw,5 Series,2020,29950,Semi-Auto,9,Hybrid,145,49.6,2
bmw,X1,2020,26950,Manual,18,Petrol,145,49.6,1.5
bmw,5 Series,2020,29450,Semi-Auto,10,Petrol,145,36.2,2
bmw,3 Series,2020,22950,Manual,11,Diesel,145,58.9,2
bmw,2 Series,2020,23450,Semi-Auto,8,Diesel,145,67.3,2
bmw,3 Series,2020,29950,Semi-Auto,20,Petrol,145,41.5,2
bmw,2 Series,2020,23950,Semi-Auto,11,Petrol,145,50.4,1.5
bmw,4 Series,2020,26950,Semi-Auto,10,Diesel,145,65.7,2
bmw,2 Series,2020,34950,Semi-Auto,1107,Diesel,145,62.8,2
bmw,2 Series,2020,32450,Semi-Auto,1118,Diesel,145,51.4,2
bmw,6 Series,2020,44950,Semi-Auto,1237,Diesel,145,44.1,2
bmw,X2,2020,36950,Semi-Auto,10,Diesel,145,50.4,2
bmw,2 Series,2020,29950,Semi-Auto,10,Diesel,145,48.7,2
bmw,1 Series,2020,26495,Semi-Auto,10,Petrol,145,42.8,1.5
bmw,3 Series,2020,39950,Semi-Auto,10,Diesel,145,48.7,2
bmw,2 Series,2020,26000,Semi-Auto,1501,Petrol,145,42.2,1.5
bmw,X2,2020,31000,Semi-Auto,1121,Petrol,145,34,2
bmw,Z4,2020,31000,Semi-Auto,1595,Petrol,145,38.7,2
bmw,3 Series,2020,34000,Semi-Auto,1595,Diesel,145,50.4,2
bmw,X6,2020,55995,Semi-Auto,3291,Diesel,145,33.2,3
bmw,3 Series,2020,32000,Semi-Auto,1798,Diesel,145,52.3,2
bmw,3 Series,2020,29999,Semi-Auto,9,Diesel,145,50.4,2
bmw,6 Series,2020,33999,Semi-Auto,11,Petrol,145,42.8,2
bmw,3 Series,2020,25999,Manual,4,Diesel,145,54.3,2
bmw,4 Series,2020,39225,Semi-Auto,10,Petrol,145,48.7,2
bmw,4 Series,2020,48155,Semi-Auto,10,Petrol,145,44.8,2
bmw,X3,2020,36000,Semi-Auto,3116,Diesel,145,54.3,2
bmw,2 Series,2020,28000,Semi-Auto,1501,Diesel,145,65.7,2
bmw,1 Series,2020,27000,Semi-Auto,1501,Diesel,145,51.4,2
bmw,M2,2020,46000,Semi-Auto,1501,Petrol,145,29.1,3
bmw,X7,2020,72000,Semi-Auto,3116,Diesel,145,31.4,3
bmw,3 Series,2020,27999,Semi-Auto,6,Petrol,145,42.2,2
bmw,X6,2020,58999,Semi-Auto,3,Petrol,145,26.4,3
bmw,4 Series,2020,48155,Semi-Auto,10,Petrol,145,44.8,2
bmw,2 Series,2020,28950,Semi-Auto,10,Petrol,145,40.9,1.5
bmw,3 Series,2020,39950,Semi-Auto,10,Diesel,145,48.7,2
bmw,X1,2020,21999,Manual,18,Petrol,145,51.4,1.5
bmw,8 Series,2020,62995,Semi-Auto,11,Petrol,145,31.7,3
bmw,M2,2020,42999,Semi-Auto,15,Petrol,150,29.1,3
bmw,5 Series,2020,40995,Semi-Auto,2712,Hybrid,145,55.4,2
bmw,3 Series,2020,34995,Semi-Auto,11,Diesel,145,49.6,2
bmw,3 Series,2020,38555,Semi-Auto,11,Petrol,145,34.9,3
bmw,3 Series,2020,41555,Semi-Auto,9,Petrol,145,33.6,3
bmw,2 Series,2020,36771,Semi-Auto,485,Petrol,145,36.2,2
bmw,X5,2020,62991,Semi-Auto,123,Diesel,145,37.7,3
bmw,3 Series,2020,38991,Semi-Auto,132,Diesel,145,52.3,2
bmw,X1,2020,36991,Semi-Auto,800,Diesel,145,60.1,2
bmw,6 Series,2020,44991,Semi-Auto,123,Diesel,145,42.2,2
bmw,X2,2020,39991,Semi-Auto,700,Petrol,145,34,2
bmw,Z4,2020,39991,Semi-Auto,202,Petrol,145,37.2,2
bmw,8 Series,2020,69991,Semi-Auto,419,Petrol,145,33.2,3
bmw,8 Series,2020,66991,Semi-Auto,123,Petrol,145,33.2,3
bmw,X2,2020,31990,Semi-Auto,5,Petrol,145,39.8,2
bmw,X4,2020,46995,Semi-Auto,999,Diesel,145,37.2,3
bmw,2 Series,2020,28995,Semi-Auto,5,Diesel,145,67.3,2
bmw,2 Series,2020,28490,Semi-Auto,5,Petrol,145,50.4,2
bmw,1 Series,2020,32990,Semi-Auto,6870,Diesel,145,48.7,2
bmw,X1,2020,28990,Semi-Auto,1981,Petrol,145,46.3,1.5
bmw,X3,2020,45991,Semi-Auto,120,Diesel,150,48.7,3
bmw,4 Series,2020,26990,Semi-Auto,7,Petrol,145,48.7,2
bmw,3 Series,2020,34990,Semi-Auto,4100,Petrol,145,41.5,2
bmw,3 Series,2020,36990,Semi-Auto,2475,Petrol,145,40.4,2
bmw,1 Series,2020,32995,Semi-Auto,5,Diesel,145,48.7,2
bmw,5 Series,2020,30995,Semi-Auto,999,Hybrid,145,49.6,2
bmw,X3,2020,35995,Semi-Auto,4373,Diesel,145,54.3,2
bmw,4 Series,2020,26750,Semi-Auto,2986,Diesel,150,65.7,2
bmw,2 Series,2020,27500,Semi-Auto,1086,Petrol,150,42.2,1.5
bmw,2 Series,2020,19500,Automatic,5746,Petrol,150,42.2,1.5
bmw,X6,2020,69995,Semi-Auto,999,Diesel,145,34.9,3
bmw,3 Series,2020,31000,Semi-Auto,986,Diesel,150,50.4,2
bmw,3 Series,2020,35000,Semi-Auto,1986,Petrol,145,40.4,2
bmw,X6,2020,56000,Automatic,7486,Diesel,145,34.9,3
bmw,X2,2020,33000,Semi-Auto,3986,Petrol,145,34,2
bmw,3 Series,2020,34000,Semi-Auto,4986,Diesel,145,47.9,3
bmw,2 Series,2020,34000,Semi-Auto,2986,Petrol,145,36.2,2
bmw,X1,2020,26750,Automatic,1000,Diesel,145,47.9,2
bmw,1 Series,2020,27840,Semi-Auto,150,Diesel,145,51.4,2
bmw,2 Series,2020,36840,Semi-Auto,2422,Petrol,145,36.2,2
bmw,4 Series,2020,39250,Semi-Auto,151,Diesel,150,47.9,3
bmw,4 Series,2020,27669,Manual,151,Diesel,150,62.8,2
bmw,Z4,2020,44300,Semi-Auto,1801,Petrol,150,33.2,3
bmw,3 Series,2020,41995,Automatic,4300,Petrol,145,33.6,3
bmw,5 Series,2020,29990,Semi-Auto,12,Hybrid,150,62.8,2
bmw,3 Series,2020,32995,Semi-Auto,10,Diesel,145,50.4,2
bmw,X2,2020,32540,Semi-Auto,99,Petrol,150,39.2,2
bmw,2 Series,2020,19500,Automatic,4330,Petrol,145,42.2,1.5
bmw,2 Series,2020,22000,Automatic,5436,Diesel,145,67.3,2
bmw,2 Series,2020,19500,Automatic,3622,Petrol,145,42.2,1.5
bmw,8 Series,2020,59995,Semi-Auto,700,Petrol,145,31.7,3
bmw,4 Series,2020,29500,Semi-Auto,10,Petrol,145,48.7,2
bmw,X1,2020,31825,Semi-Auto,99,Diesel,145,47.9,2
bmw,3 Series,2020,30990,Semi-Auto,4506,Diesel,150,52.3,2
bmw,1 Series,2020,31990,Semi-Auto,3150,Petrol,150,34.5,2
bmw,M4,2020,49490,Semi-Auto,7,Petrol,145,32.5,3
bmw,2 Series,2020,23990,Semi-Auto,9,Petrol,145,47.9,2
bmw,3 Series,2020,31990,Semi-Auto,11,Petrol,145,40.4,2
bmw,Z4,2020,31990,Semi-Auto,9,Petrol,145,38.7,2
bmw,Z4,2020,33990,Semi-Auto,10,Petrol,145,37.2,2
bmw,X1,2020,29000,Semi-Auto,9,Petrol,150,47.9,2
bmw,Z4,2020,35000,Semi-Auto,5,Petrol,150,37.2,2
bmw,X2,2020,27500,Semi-Auto,10,Petrol,150,39.2,2
bmw,4 Series,2020,27500,Semi-Auto,130,Petrol,145,45.6,2
bmw,4 Series,2020,36000,Semi-Auto,11,Diesel,145,50.4,3
bmw,X1,2020,28999,Semi-Auto,243,Diesel,145,36.7,2
bmw,8 Series,2020,79991,Semi-Auto,151,Diesel,145,26.7,3
bmw,X3,2020,69991,Semi-Auto,10,Petrol,145,24.8,3
bmw,X3,2020,47000,Semi-Auto,1385,Hybrid,135,5.5,2
bmw,X5,2020,65000,Semi-Auto,1435,Petrol,145,23.2,4.4
bmw,3 Series,2020,26999,Semi-Auto,570,Petrol,150,43.5,2
bmw,3 Series,2020,35999,Semi-Auto,5000,Diesel,145,47.9,3
bmw,3 Series,2020,31990,Semi-Auto,3450,Petrol,150,40.4,2
bmw,X3,2020,42990,Semi-Auto,3245,Hybrid,140,5.5,2
bmw,X2,2020,28999,Semi-Auto,5000,Diesel,145,47.9,2
bmw,X7,2020,64999,Semi-Auto,4000,Diesel,145,33.6,3
bmw,2 Series,2020,29999,Semi-Auto,5000,Diesel,145,48.7,2
bmw,X3,2020,40990,Semi-Auto,2294,Diesel,145,36.7,3
bmw,X5,2020,53990,Semi-Auto,6825,Diesel,150,37.7,3
bmw,Z4,2020,31990,Semi-Auto,4825,Petrol,150,38.7,2
bmw,3 Series,2020,43990,Semi-Auto,2894,Petrol,150,33.6,3
bmw,4 Series,2020,28300,Semi-Auto,20,Diesel,145,65.7,2
bmw,4 Series,2020,26500,Semi-Auto,37,Petrol,145,48.7,2
bmw,4 Series,2020,28995,Semi-Auto,121,Petrol,145,48.7,2
bmw,2 Series,2020,22999,Semi-Auto,5000,Petrol,145,50.4,1.5
bmw,X3,2020,53995,Semi-Auto,2000,Hybrid,135,5.5,2
bmw,3 Series,2020,27492,Semi-Auto,3500,Petrol,145,42.2,2
bmw,2 Series,2020,29500,Semi-Auto,10,Petrol,145,39.8,3
bmw,5 Series,2020,34999,Semi-Auto,5000,Hybrid,150,49.6,2
bmw,4 Series,2020,33999,Semi-Auto,4000,Diesel,150,65.7,2
bmw,5 Series,2020,29000,Semi-Auto,9,Petrol,150,50.4,2
bmw,X6,2020,55500,Semi-Auto,9612,Diesel,145,34.9,3
bmw,4 Series,2020,30000,Semi-Auto,10,Diesel,145,60.1,2
bmw,X4,2020,46999,Semi-Auto,4000,Diesel,150,40.9,3
bmw,X1,2020,34999,Semi-Auto,5000,Diesel,150,47.9,2
bmw,X1,2020,34999,Semi-Auto,3000,Diesel,150,52.3,2
bmw,M4,2020,59999,Semi-Auto,3000,Petrol,150,28.5,3
bmw,7 Series,2020,52999,Semi-Auto,5000,Diesel,145,42.2,3
bmw,X2,2020,33400,Semi-Auto,1766,Diesel,145,58.9,2
bmw,4 Series,2020,31450,Semi-Auto,10,Diesel,145,60.1,2
bmw,1 Series,2020,24551,Semi-Auto,11512,Petrol,150,40.4,1.5
bmw,X5,2020,57990,Semi-Auto,1500,Diesel,145,37.7,3
bmw,5 Series,2020,35995,Semi-Auto,1000,Petrol,145,46.3,2
bmw,1 Series,2020,11995,Semi-Auto,10,Petrol,150,34.5,2
bmw,4 Series,2020,35995,Semi-Auto,1000,Diesel,145,58.9,2
bmw,5 Series,2020,30995,Semi-Auto,1000,Diesel,145,65.7,2
bmw,4 Series,2020,25995,Semi-Auto,100,Petrol,145,45.6,2
bmw,4 Series,2020,29995,Semi-Auto,100,Diesel,145,55.4,3
bmw,3 Series,2020,32995,Manual,2356,Diesel,145,54.3,2
bmw,3 Series,2020,27995,Manual,1000,Diesel,145,54.3,2
bmw,M4,2020,45995,Semi-Auto,1500,Petrol,145,34,3
bmw,3 Series,2020,38995,Semi-Auto,1000,Diesel,145,49.6,2
bmw,X4,2020,43995,Semi-Auto,2000,Petrol,145,26.9,3
bmw,2 Series,2020,25995,Semi-Auto,1000,Petrol,145,40.9,1.5
bmw,1 Series,2020,32995,Semi-Auto,2797,Petrol,145,34.5,2
bmw,X1,2020,28995,Semi-Auto,1600,Petrol,145,37.7,1.5
bmw,4 Series,2020,42495,Semi-Auto,18,Diesel,150,58.9,2
bmw,5 Series,2020,34795,Semi-Auto,102,Diesel,145,55.4,2
bmw,X5,2020,63295,Semi-Auto,150,Diesel,150,33.6,3
bmw,X6,2020,55890,Semi-Auto,9710,Diesel,145,34.9,3
bmw,X2,2020,27890,Manual,10,Diesel,145,48.7,2
bmw,2 Series,2020,28890,Semi-Auto,6000,Petrol,145,39.8,3
bmw,3 Series,2020,43995,Semi-Auto,2252,Petrol,145,34.9,3
bmw,4 Series,2020,32995,Semi-Auto,10,Diesel,145,50.4,3
bmw,1 Series,2020,27495,Semi-Auto,6000,Diesel,145,48.7,2
bmw,3 Series,2020,32890,Semi-Auto,6000,Diesel,145,49.6,2
bmw,1 Series,2020,33995,Semi-Auto,102,Petrol,145,34.5,2
bmw,2 Series,2020,24995,Semi-Auto,2200,Petrol,145,50.4,2
bmw,X2,2020,38970,Semi-Auto,600,Diesel,145,58.9,2
bmw,4 Series,2020,42520,Semi-Auto,102,Diesel,145,65.7,2
bmw,X1,2020,37320,Semi-Auto,102,Petrol,145,39.8,2
bmw,X3,2020,35995,Semi-Auto,102,Diesel,145,54.3,2
bmw,X5,2020,64995,Semi-Auto,102,Diesel,145,37.7,3
bmw,8 Series,2020,61995,Semi-Auto,101,Diesel,145,40.4,3
bmw,X2,2020,38989,Semi-Auto,6000,Petrol,145,34,2
bmw,1 Series,2020,25993,Semi-Auto,906,Petrol,145,40.4,1.5
bmw,3 Series,2020,34989,Semi-Auto,100,Diesel,145,50.4,2
bmw,Z4,2020,32995,Semi-Auto,102,Petrol,145,38.7,2
bmw,3 Series,2020,37995,Semi-Auto,102,Petrol,145,40.4,2
bmw,2 Series,2020,26989,Semi-Auto,3000,Petrol,145,47.9,2
bmw,7 Series,2020,55489,Semi-Auto,10300,Diesel,145,41.5,3
bmw,X6,2020,59989,Semi-Auto,3000,Diesel,145,34.9,3
bmw,5 Series,2020,35793,Semi-Auto,15,Petrol,145,48.7,2
bmw,5 Series,2020,41995,Semi-Auto,100,Diesel,145,60.1,2
bmw,2 Series,2020,33065,Semi-Auto,102,Diesel,145,49.6,2
bmw,3 Series,2020,42430,Semi-Auto,102,Diesel,145,50.4,2
bmw,X4,2020,60995,Semi-Auto,100,Petrol,145,24.8,3
bmw,3 Series,2020,39995,Semi-Auto,1898,Petrol,145,41.5,2
bmw,X3,2020,52991,Semi-Auto,4360,Hybrid,135,5.5,2
bmw,X1,2020,27995,Semi-Auto,2364,Diesel,145,65.7,2
bmw,3 Series,2020,34995,Semi-Auto,100,Petrol,145,42.2,2
bmw,1 Series,2020,24995,Semi-Auto,102,Petrol,145,40.4,1.5
bmw,1 Series,2020,28455,Semi-Auto,102,Petrol,145,42.8,1.5
bmw,2 Series,2020,23789,Semi-Auto,1500,Petrol,150,50.4,1.5
bmw,X1,2020,29476,Semi-Auto,100,Diesel,145,36.7,2
bmw,M4,2020,56995,Semi-Auto,1200,Petrol,145,32.5,3
bmw,X7,2020,79566,Semi-Auto,1000,Petrol,145,24.8,3
bmw,3 Series,2020,41755,Semi-Auto,1881,Petrol,150,34.9,3
bmw,3 Series,2020,32837,Semi-Auto,1370,Diesel,150,52.3,2
bmw,3 Series,2020,71990,Semi-Auto,150,Diesel,150,47.1,3
bmw,X6,2020,55995,Semi-Auto,5000,Diesel,145,34.9,3
bmw,2 Series,2020,31995,Semi-Auto,1000,Diesel,145,62.8,2
bmw,2 Series,2020,29995,Semi-Auto,1000,Petrol,145,47.9,2
bmw,Z4,2020,34995,Semi-Auto,1000,Petrol,145,38.7,2
bmw,Z4,2020,32495,Semi-Auto,2200,Petrol,145,38.7,2
bmw,3 Series,2020,33995,Semi-Auto,4000,Petrol,145,41.5,2
bmw,X7,2020,77995,Semi-Auto,7500,Diesel,150,31.4,3
bmw,2 Series,2020,30995,Semi-Auto,1000,Diesel,145,48.7,2
bmw,1 Series,2020,36995,Semi-Auto,3000,Petrol,150,34.5,2
bmw,2 Series,2020,22875,Semi-Auto,8,Petrol,150,50.4,1.5
bmw,3 Series,2020,34875,Semi-Auto,2000,Diesel,145,50.4,2
bmw,X3,2020,35875,Semi-Auto,2000,Diesel,145,54.3,2
bmw,2 Series,2020,29995,Semi-Auto,1000,Petrol,145,47.9,2
bmw,3 Series,2020,37875,Semi-Auto,2000,Diesel,145,47.9,3
bmw,1 Series,2020,28875,Semi-Auto,150,Petrol,145,42.8,1.5
bmw,3 Series,2020,29875,Semi-Auto,150,Petrol,145,42.2,2
bmw,3 Series,2020,33875,Semi-Auto,2000,Petrol,145,40.4,2
bmw,3 Series,2020,34875,Semi-Auto,2000,Diesel,145,52.3,2
bmw,X5,2020,44875,Semi-Auto,2000,Diesel,145,36.7,3
bmw,2 Series,2020,22875,Semi-Auto,13,Petrol,150,50.4,1.5
bmw,2 Series,2020,23985,Automatic,1968,Petrol,145,50.4,2
bmw,1 Series,2020,27445,Automatic,2047,Diesel,145,51.4,2
bmw,3 Series,2020,33285,Semi-Auto,4323,Diesel,145,50.4,2
bmw,2 Series,2020,26400,Semi-Auto,150,Petrol,145,42.2,1.5
bmw,3 Series,2020,34985,Semi-Auto,1987,Diesel,150,53.3,2
bmw,2 Series,2020,32895,Semi-Auto,1548,Petrol,150,36.2,2
bmw,Z4,2020,31895,Semi-Auto,10,Petrol,150,38.7,2
bmw,2 Series,2020,21875,Semi-Auto,7,Petrol,150,50.4,1.5
bmw,3 Series,2020,41485,Semi-Auto,2084,Diesel,145,43.5,3
bmw,2 Series,2020,25485,Semi-Auto,877,Diesel,145,64.2,2
bmw,X1,2020,26895,Semi-Auto,1074,Diesel,145,40.9,2
bmw,3 Series,2020,28985,Semi-Auto,2958,Petrol,145,42.2,2
bmw,8 Series,2020,61485,Semi-Auto,6374,Diesel,145,26.7,3
bmw,X6,2020,55985,Semi-Auto,1365,Diesel,145,34.9,3
bmw,4 Series,2020,29485,Semi-Auto,45,Diesel,150,52.3,3
bmw,2 Series,2020,26995,Semi-Auto,3500,Petrol,145,50.4,1.5
bmw,3 Series,2020,37995,Semi-Auto,1000,Diesel,145,47.9,3
bmw,1 Series,2020,30995,Semi-Auto,1000,Diesel,145,48.7,2
bmw,5 Series,2020,30485,Semi-Auto,6,Petrol,145,50.4,2
bmw,5 Series,2020,36985,Semi-Auto,12,Diesel,145,56.5,3
bmw,5 Series,2020,34750,Automatic,101,Diesel,145,60.1,3
bmw,5 Series,2020,26750,Automatic,101,Diesel,145,52.3,2
bmw,3 Series,2020,41850,Automatic,101,Diesel,145,44.1,3
bmw,Z4,2020,28500,Automatic,101,Petrol,145,38.7,2
bmw,X2,2020,30000,Automatic,101,Petrol,145,42.2,1.5
bmw,6 Series,2020,36550,Automatic,101,Petrol,145,42.8,2
bmw,5 Series,2020,34550,Automatic,110,Diesel,145,44.8,2
bmw,Z4,2020,31350,Automatic,111,Petrol,145,38.7,2
bmw,Z4,2020,30000,Automatic,110,Petrol,145,38.7,2
bmw,3 Series,2020,41850,Automatic,111,Petrol,145,34.9,3
bmw,3 Series,2020,37250,Automatic,101,Diesel,145,47.9,3
bmw,2 Series,2020,25000,Automatic,101,Petrol,145,47.9,2
bmw,2 Series,2020,28950,Manual,1688,Petrol,145,43.5,1.5
bmw,2 Series,2020,35950,Automatic,4597,Petrol,145,36.2,2
bmw,3 Series,2020,32400,Automatic,2121,Diesel,145,52.3,2
bmw,X4,2020,44899,Automatic,100,Petrol,145,26.9,3
bmw,3 Series,2020,34900,Automatic,100,Diesel,145,50.4,2
bmw,3 Series,2020,39900,Automatic,13,Diesel,145,44.1,3
bmw,Z4,2020,39990,Automatic,1784,Petrol,150,33.2,3
bmw,X1,2020,33400,Manual,321,Diesel,145,50.4,2
bmw,3 Series,2020,43900,Automatic,11,Petrol,145,34.9,3
bmw,3 Series,2020,29490,Automatic,12,Petrol,145,42.2,2
bmw,3 Series,2020,34900,Automatic,10,Petrol,145,40.4,2
bmw,X5,2020,53988,Automatic,5000,Diesel,145,37.7,3
bmw,M4,2020,52988,Automatic,10,Petrol,150,34,3
bmw,M4,2020,45488,Automatic,10,Petrol,150,34,3
bmw,M4,2020,49488,Automatic,10,Petrol,150,34,3
bmw,M4,2020,45488,Automatic,10,Petrol,150,34,3
bmw,X3,2020,34988,Automatic,5000,Diesel,145,54.3,2
bmw,3 Series,2020,53988,Automatic,5000,Petrol,145,34.9,3
bmw,M4,2020,53988,Automatic,5000,Petrol,145,34,3
bmw,X1,2020,28488,Manual,5000,Diesel,145,40.4,2
bmw,X7,2020,66988,Automatic,5000,Diesel,145,33.6,3
bmw,1 Series,2020,25988,Automatic,5000,Petrol,145,40.4,1.5
bmw,2 Series,2020,26988,Automatic,5000,Petrol,145,47.9,2
bmw,2 Series,2020,34988,Automatic,5000,Petrol,145,36.2,2
bmw,2 Series,2020,26988,Automatic,1221,Diesel,145,49.6,2
bmw,2 Series,2020,24988,Automatic,5000,Diesel,145,48.7,2
bmw,M4,2020,47488,Automatic,10,Petrol,150,34,3
bmw,2 Series,2020,27989,Manual,3890,Petrol,145,43.5,1.5
bmw,2 Series,2020,37989,Automatic,3890,Petrol,145,36.2,2
bmw,3 Series,2020,37000,Automatic,4691,Hybrid,135,8.8,2
bmw,2 Series,2020,31590,Manual,980,Petrol,145,43.5,1.5
bmw,2 Series,2020,25000,Automatic,2980,Petrol,145,40.9,1.5
bmw,X2,2020,33890,Automatic,1980,Petrol,145,34,2
bmw,3 Series,2020,43880,Automatic,5980,Hybrid,135,8.8,2
bmw,3 Series,2020,23899,Automatic,1255,Petrol,150,47.9,2
cclass,C Class,2020,30495,Automatic,1200,Diesel,NA,NA,2
cclass,C Class,2020,29989,Automatic,1000,Petrol,NA,NA,1.5
cclass,C Class,2020,37899,Automatic,500,Diesel,NA,NA,2
cclass,C Class,2020,30999,Automatic,1000,Diesel,NA,NA,2
cclass,C Class,2020,35999,Automatic,500,Diesel,NA,NA,2
cclass,C Class,2020,39998,Semi-Auto,3620,Hybrid,NA,NA,2
cclass,C Class,2020,29950,Semi-Auto,101,Diesel,NA,NA,2
cclass,C Class,2020,29950,Semi-Auto,101,Diesel,NA,NA,2
cclass,C Class,2020,31950,Automatic,2985,Diesel,NA,NA,2
cclass,C Class,2020,28990,Automatic,3458,Petrol,NA,NA,1.5
cclass,C Class,2020,67999,Semi-Auto,1500,Petrol,NA,NA,4
cclass,C Class,2020,34999,Semi-Auto,1500,Petrol,NA,NA,1.5
cclass,C Class,2020,28220,Semi-Auto,4501,Diesel,NA,NA,1.6
cclass,C Class,2020,32480,Semi-Auto,16,Diesel,NA,NA,2
cclass,C Class,2020,39995,Semi-Auto,5000,Petrol,NA,NA,1.5
cclass,C Class,2020,37995,Semi-Auto,5000,Petrol,NA,NA,1.5
cclass,C Class,2020,69995,Semi-Auto,250,Petrol,NA,NA,4
cclass,C Class,2020,31995,Semi-Auto,5000,Diesel,NA,NA,1.6
cclass,C Class,2020,36990,Semi-Auto,2151,Petrol,NA,NA,2
cclass,C Class,2020,29880,Semi-Auto,3000,Diesel,NA,NA,2
cclass,C Class,2020,39981,Semi-Auto,4065,Diesel,NA,NA,2
cclass,C Class,2020,28490,Semi-Auto,16388,Diesel,NA,NA,2
cclass,C Class,2020,33111,Semi-Auto,4000,Diesel,NA,NA,2
cclass,C Class,2020,28590,Semi-Auto,1501,Diesel,NA,NA,1.6
cclass,C Class,2020,31480,Semi-Auto,9,Diesel,NA,NA,2
cclass,C Class,2020,32980,Semi-Auto,16,Diesel,NA,NA,2
cclass,C Class,2020,35980,Semi-Auto,9,Diesel,NA,NA,2
cclass,C Class,2020,32480,Semi-Auto,16,Diesel,NA,NA,2
cclass,C Class,2020,22980,Manual,16,Petrol,NA,NA,1.6
cclass,C Class,2020,31980,Semi-Auto,16,Diesel,NA,NA,2
cclass,C Class,2020,31980,Semi-Auto,16,Diesel,NA,NA,2
cclass,C Class,2020,33980,Semi-Auto,16,Diesel,NA,NA,2
cclass,C Class,2020,29980,Semi-Auto,9,Petrol,NA,NA,1.5
cclass,C Class,2020,65980,Semi-Auto,3999,Petrol,NA,NA,4
cclass,C Class,2020,30980,Semi-Auto,3999,Diesel,NA,NA,2
cclass,C Class,2020,33980,Semi-Auto,16,Diesel,NA,NA,2
cclass,C Class,2020,38980,Semi-Auto,3999,Petrol,NA,NA,3
cclass,C Class,2020,32980,Semi-Auto,9,Diesel,NA,NA,2
cclass,C Class,2020,30480,Semi-Auto,16,Diesel,NA,NA,2
cclass,C Class,2020,30480,Semi-Auto,16,Diesel,NA,NA,2
cclass,C Class,2020,41999,Semi-Auto,4999,Petrol,NA,NA,3
cclass,C Class,2020,44995,Semi-Auto,250,Petrol,NA,NA,2
cclass,C Class,2020,29999,Semi-Auto,100,Diesel,NA,NA,2
cclass,C Class,2020,33991,Semi-Auto,1000,Diesel,NA,NA,2
cclass,C Class,2020,40991,Semi-Auto,1000,Diesel,NA,NA,2
cclass,C Class,2020,34991,Semi-Auto,1000,Petrol,NA,NA,2
cclass,C Class,2020,33990,Semi-Auto,100,Diesel,NA,NA,2
cclass,C Class,2020,39991,Semi-Auto,1173,Diesel,NA,NA,2
cclass,C Class,2020,34900,Semi-Auto,3478,Petrol,NA,NA,2
cclass,C Class,2020,33995,Semi-Auto,30,Diesel,NA,NA,2
cclass,C Class,2020,33400,Semi-Auto,213,Diesel,NA,NA,2
cclass,C Class,2020,47980,Semi-Auto,4462,Petrol,NA,NA,3
cclass,C Class,2020,31480,Semi-Auto,19,Diesel,NA,NA,2
cclass,C Class,2020,30480,Semi-Auto,1989,Diesel,NA,NA,2
cclass,C Class,2020,42980,Semi-Auto,3999,Petrol,NA,NA,3
cclass,C Class,2020,35491,Semi-Auto,2669,Diesel,NA,NA,2
cclass,C Class,2020,29750,Automatic,3000,Diesel,NA,NA,2
cclass,C Class,2020,39994,Semi-Auto,2499,Diesel,NA,NA,2
cclass,C Class,2020,39994,Semi-Auto,2499,Diesel,NA,NA,2
cclass,C Class,2020,30990,Semi-Auto,2780,Diesel,NA,NA,2
cclass,C Class,2020,54000,Semi-Auto,250,Petrol,NA,NA,3
cclass,C Class,2020,65990,Semi-Auto,999,Petrol,NA,NA,4
cclass,C Class,2020,46800,Semi-Auto,4384,Hybrid,NA,NA,2
cclass,C Class,2020,41995,Semi-Auto,100,Hybrid,NA,NA,2
cclass,C Class,2020,54995,Semi-Auto,1499,Petrol,NA,NA,3
cclass,C Class,2020,34500,Semi-Auto,100,Diesel,NA,NA,2
cclass,C Class,2020,34500,Semi-Auto,100,Diesel,NA,NA,2
cclass,C Class,2020,30500,Semi-Auto,100,Diesel,NA,NA,2
cclass,C Class,2020,34500,Semi-Auto,100,Diesel,NA,NA,2
cclass,C Class,2020,34500,Semi-Auto,100,Diesel,NA,NA,2
cclass,C Class,2020,31000,Semi-Auto,100,Diesel,NA,NA,2
